씬ID(sceneId),대사순서(order),강조캐릭터(activeCharacters),말하는캐릭터(speaker),대사텍스트(text),명령어(command)
scenejan2_23,1,liszt,liszt,그래도 늦을 만한 이유가 있었다고. 옆방에서 싸움이 붙어서 말리느라 자기가 온 줄도 몰랐네. 안 들키고 잘 나왔어?,
scenejan2_23,2,liszt,,너무나도 이런 곳에 익숙한 사람의 어조. 모르는 사람이 보면 정말로 당신이 리스트와 연인 사이라고 생각할 것이다.,
scenejan2_23,3,,me,안 들켰어. 그러니까 그렇게 걱정하지 마.,
scenejan2_23,4,,,처음에는 미심쩍인 얼굴이었던 검표원은 리스트와 당신의 말도 안 되게 자연스러운 연기를 보고 고개를 끄덕인다.,
scenejan2_23,5,,,신사 분께서 그렇게 말씀하신다면… 들어가시죠.,
scenejan2_23,6,liszt,liszt,"아니, 됐어요. 그렇게 춤추는 걸 좋아하지 않아서.",
scenejan2_23,7,,,"리스트는 그렇게 인사하고는, 당신을 데리고 회랑에서 멈춘다.",
scenejan2_23,8,,,그의 팔이 당신의 허리에서 스르륵 풀린다.,
scenejan2_23_choice,1,liszt,liszt,"미안, 아까 보니까 급해 보이길래 물어보지도 않고 끼어들어 버렸네.",
scenejan2_24,1,liszt,liszt,응? 당연히 당신이 누군지 내가 알 리가 없지.,
scenejan2_24,2,liszt,,리스트는 웃으며 두 손을 들어올린다.,
scenejan2_24,3,liszt,liszt,그런데 레이디가 곤경에 처한 걸 가만 두고 가만 있는 성격은 아니라서 오지랖 좀 부려 봤어.,
scenejan2_25,1,,,그러고서 리스트는 또 크게 웃음을 터뜨렸다. 쌀쌀한 겨울바람이 회랑 사이로 파고들었다.,
scenejan2_25,2,,,그에게서는 코냑과 와인이 섞인 냄새가 났다. 이미 한참 취하고도 남은 것 같았다.,
scenejan2_25,3,,me,취했네.,
scenejan2_25,4,liszt,liszt,"걱정해 주는 거야? 레이디, 지금 걱정받아야 할 건 내가 아니라 그쪽이야.",
scenejan2_25,5,liszt,,리스트는 주머니에서 술통을 꺼내더니 또 한 모금을 들이킨다.,
scenejan2_25_choice,1,liszt,liszt,어리버리한 게 험한 꼴 당하기 딱 좋아 보아서 그래. 귀부인인지 아가씨인지 모르겠지만 집에 가.,
scenejan2_26,1,liszt,,리스트가 폭소한다.,
scenejan2_26,2,liszt,liszt,"하하하, 이거 웃긴 사람이네?",
scenejan2_27,1,liszt,liszt,"그래, 걱정해 주는 거야. 나도 나름 놈팽이긴 하지만 여자를 사고팔 정도로 질이 나쁘지는 않다고.",
scenejan2_27,2,,,"하기사 리스트 정도의 얼굴이면 여자를 왜 사야겠는가, 가만히 있어도 여자들이 발치에 무릎을 꿇을 텐데.",
scenejan2_28,1,,,당신은 어깨를 으쓱하며 리스트의 손에 들린 술통을 빼앗아 가면 아래로 한 모금을 들이킨다.,
scenejan2_28,2,,me,자기 입으로 얘기했잖아? 아까 옆방에서 싸움 붙었다면서. 그런 데 휘말렸다가는 그쪽도 똑같이 위험하지 뭐.,
scenejan2_28,3,liszt,,가면 너머로 리스트의 눈이 취한 와중에도 반짝반짝 빛났다. 달빛 아래 그의 푸른 눈은 마치 신비로운 보석 같았다. 리스트는 난간에 턱을 괸 채로 당신을 바라본다.,
scenejan2_28,4,liszt,liszt,"꽤나 맘에 들어, 당신.",
scenejan2_28,5,,me,난봉꾼.,
scenejan2_28,6,liszt,liszt,"아니, 걱정은 하지 마. 당신보다 조금 더 마음에 드는 여자가 있으니까 당신은 안 건드려.",
scenejan2_28,7,,me,의외의 순정남이네.,
scenejan2_28,8,liszt,liszt,"순정남, 까지는 너무 거창한 것 같고. 그냥 관심이 많이 가는 사람이야. 그 정도.",
scenejan2_28,9,,,당신은 리스트가 ‘조금 더 마음에’ 들어하는 여자가 누구인지 조금 궁금해졌다.,
scenejan2_28_choice,1,,,어떤 스무고개로 정보를 캐내 볼까.,
scenejan2_29,1,liszt,liszt,"아니, 차라리 그랬으면 더 편했을걸. 유부녀들 꼬시는 방법에는 일가견이 있어.",
scenejan2_29,2,,me,그런데 그 여자는 아니다.,
scenejan2_29,3,liszt,liszt,그렇지. 그래서 더 어렵네. 오히려 더 조심스러워진달까.,
scenejan2_29,4,,,"리스트는 발코니 밖, 은은한 가스등 위로 얼핏얼핏 보이는 별들을 바라본다.",
scenejan2_29,5,,,"꿈을 꾸는 듯한 눈을 보니, 생각보다 리스트가 마음을 많이 쓰고 있는 사람인 모양이었다.",
scenejan2_29,6,,me,그 여자가 다른 남자를 좋아하기라도 해?,
scenejan2_29,7,liszt,liszt,모르겠어. 그럴 가능성이 없지는 않지.,
scenejan2_29,8,,me,어장관리 당하고 있는 거야?,
scenejan2_29,9,,,리스트는 웃음을 터뜨린다.,
scenejan2_29,10,liszt,liszt,말이 심해. 그런 여자는 아니야.,
scenejan2_29,11,liszt,,그러다가 리스트는 헛웃음을 터뜨리며 뺨을 문질렀다.,
scenejan2_29,12,liszt,liszt,처음 만난 사람한테 내가 무슨 얘기를 하고 있나 모르겠다.,
scenejan2_29,13,,me,처음 만난 사람이니까 오히려 되는 거지. 나는 당신 이름도 모르잖아. 어디 가서 안 떠벌리고 다녀.,
scenejan2_30,1,liszt,liszt,말을 정말 잘 해.,
scenejan2_30,2,liszt,,"리스트는 발코니 밖, 은은한 가스등 위로 얼핏얼핏 보이는 별들을 바라본다.",
scenejan2_30,3,liszt,,"꿈을 꾸는 듯한 눈을 보니, 생각보다 리스트가 마음을 많이 쓰고 있는 사람인 모양이었다.",
scenejan2_30,4,,me,그리고 또?,
scenejan2_30,5,liszt,liszt,음…오늘 처음 만난 사람한테 이런 이야기를 해도 될까 모르겠네.,
scenejan2_30,6,,me,처음 만난 사람이니까 오히려 되는 거지. 나는 당신 이름도 모르잖아. 어디 가서 안 떠벌리고 다녀.,
scenejan2_31,1,liszt,liszt,얼마 안 됐어.,
scenejan2_31,2,,me,정확하게 얼마?,
scenejan2_31,3,liszt,liszt,그것까지 얘기하면 그 여자가 너무 특정되는데.,
scenejan2_31,4,,me,난 당신이 누군지 모른다니까.,
scenejan2_32,1,liszt,,리스트는 씩 미소지으며 턱을 괸 채로 당신을 바라본다.,
scenejan2_32_choice,1,liszt,liszt,알려줄까? 이름.,
scenejan2_33,1,,me,"뭐야, 그거. 진짜 이름도 아니잖아.",
scenejan2_33,2,liszt,liszt,그걸 어떻게 알아?,
scenejan2_33,3,,me,너무 고민도 없이 이야기했잖아.,
scenejan2_33,4,,me,그리고 파우스트에서 따온 이름인 걸 누가 모를 줄 알고.,
scenejan2_33,5,liszt,liszt,이거 못 속이겠네.,
scenejan2_33,6,,me,그러게 누가 애초에 속이려고 하래?,
scenejan2_33,7,liszt,,리스트는 작게 웃다가 다시 시선을 돌린다.,
scenejan2_33,8,liszt,liszt,"아까 내가 말한 여자 말야, 그 여자도 내가 거짓말 하면 기가 막히게 알아차리더라.",
scenejan2_33,9,liszt,,"리스트는 신기하게도 그게 별로 불쾌하지 않다는 표정을 하고 있었다. 거짓말을 기가 막히게 알아차리는 사람이라는 게 매력이 될 수도 있구나, 참 신기한 매력 포인트라는 생각이 들었다.",
scenejan2_33,10,,me,그게 좋아?,
scenejan2_33,11,liszt,liszt,아마도. 낱낱이 발가벗겨지는 기분이야. 그런데 오히려 그게 뭐랄까…,
scenejan2_33,12,liszt,liszt,...온 몸에서 긴장이 풀리는 것 같아. 그게 짜릿해.,
scenejan2_33,13,,,꽤나 지적인 여자인 모양이었다. 당신은 적당히 고개를 끄덕여 준다. 파리의 수많은 살롱에 지적인 여자는 너무 차고 넘쳤다. 별로 추려내는 데 도움이 되지 않았다.,
scenejan2_33,14,liszt,,리스트는 손에 든 술통을 만지작거리다가 작게 한숨을 쉬었다.,
scenejan2_33,15,liszt,liszt,"뭐 아무튼, 그래.",
scenejan2_34,1,,,당신은 난간 위에 앉아서 발목을 교차시킨다.,
scenejan2_34,2,,me,그런데 오늘은 혼자서 여기서 궁상맞게 뭐하는 거야? 그 여자랑 뭐가 잘 안 돼?,
scenejan2_34,3,liszt,liszt,"아냐, 그렇다기보다는… 세상에 문제가 사랑만 있는 건 아니잖아.",
scenejan2_34,4,liszt,,리스트는 이마를 짚는다. 침울한 듯도 하고 슬픈 듯도 한 표정이었다.,
scenejan2_34,5,liszt,liszt,가끔 그런 날이 있잖아? 내가 너무 싫은 날. 그럴 때면 여기 와서 그냥 시원하게 돈을 날리고 가.,
scenejan2_34,6,liszt,,그러더니 리스트는 한숨을 쉰다.,
scenejan2_34_choice,1,liszt,liszt,내가 이런 얘기를 왜 그쪽한테 하고 있는지 모르겠네. 갑자기 숨겨뒀던 이야기로 스트립쇼를 하고.,
scenejan2_35,1,,me,"뭐 ‘하인리히 씨’ 가 말했던 여자 말야. 내가 그 여자는 아니겠지만, 대체품 정도는 될 수 있을 것 같아서. 나도 사람들 속을 좀 잘 읽는 편이거든.",
scenejan2_35,2,liszt,,"당신의 말에 리스트가 피식 웃었다. 여전히 우울한 기색이 떠나지는 않은, 약간은 불안한 미소였다.",
scenejan2_35_choice,1,liszt,liszt,그럼 지금 나는 어때 보이는데?,
scenejan2_36,1,liszt,,그 말에 리스트는 웃었다.,
scenejan2_36,2,liszt,,"아니, 웃었다고 할 수 있나?",
scenejan2_36,3,,,그 눈가에 맺힌 눈물이 정말 당신의 말이 웃겨서 맺힌 눈물인 걸까?,
scenejan2_36,4,,,당신은 어떻게 반응해야 할지 몰라서 망설이고 있었다.,
scenejan2_36,5,,,리스트의 웃음소리가 밤하늘 속으로 녹아들어갔다.,
scenejan2_36,6,liszt,liszt,"정말이네, 당신. 사람 속을 잘 읽어.",
scenejan2_36,7,,me,말했잖아. 거짓말 하는 사람 아니야.,
scenejan2_36,8,liszt,,리스트는 손가락으로 눈가에 맺힌 눈물을 훔친 뒤 다시 당신을 내려다본다.,
scenejan2_36_choice,1,liszt,liszt,"그러면 당신 말마따나, 그 ‘대체품’ 이 되어서 내가 몇 게임 하는 동안 같이 있어줄래?",
scenejan2_37,1,liszt,,당시의 매정한 거절에 리스트는 무안하게 어깨를 으쓱한다.,
scenejan2_37,2,liszt,liszt,"알았어. 흥미 없는 사람 붙들고 있을 수는 없지. 그럼 나는 몇 게임 더 하러 가 봐야겠어… 이만. 즐거웠어, 이름 없는 레이디.",
scenejan2_37,3,,,당신은 그렇게 리스트와 헤어져 조용히 집으로 돌아갔다.,
scenejan2_38,1,,,당신은 리스트를 따라 도박장으로 들어간다. 직원들이 당신의 손등에 입장 도장을 찍어준다.,
scenejan2_38,2,,,"값비싸고 휘황찬란한 샹들리에, 룰렛의 쇠구슬이 차르르르 하면서 빨려들어가는 소리, 잔이 쨍, 하고 부딪히는 소리가 들려왔다.",
scenejan2_38,3,,,"사람들이 싸우고, 벌개진 눈으로 ‘한 판 더’ 를 외쳤으며 직원들은 그 와중에도 이 소란이 아주 익숙하다는 듯이 차분하게 잔을 치우고, 카드를 나누어주고 있었다.",
scenejan2_38,4,liszt,liszt,"당신한테 내 이야기는 충분히 했다고 생각하는데, 당신 이야기도 좀 물어봐도 되나? 이런 데는 처음이지?",
scenejan2_38,5,,me,처음이야.,
scenejan2_38_choice,1,liszt,liszt,어쩌다가 이런 데를 올 생각을 했어?,
scenejan2_39,1,liszt,liszt,그 말 굉장히 거짓말처럼 들리는 건 알아?,
scenejan2_39,2,,me,완전히 거짓말을 하지는 않았어.,
scenejan2_40,1,liszt,liszt,후회하고 있어?,
scenejan2_40,2,,me,"응, 내가 생각한 것보다 더… 위험한 곳 같아서.",
scenejan2_40,3,liszt,liszt,"당연한 얘기야, 위험하니까. 그래도 내가 있는 이상 잘 지켜줄게.",
scenejan2_41,1,liszt,,리스트는 익숙하게 아자르 게임을 하는 테이블에 앉는다.,
scenejan2_41,2,,,"가면으로 무장해 전혀 누구인지 짐작도 할 수 없는 광대 옷의 사람 한 명, 콧수염을 달고 앉은 여자 한 명, 매춘부를 무릎에 앉힌, 아마 돈도 별로 없어 보이는 학생 하나가 이미 테이블에 앉아 있었다.",
scenejan2_41,3,,,"도박을 직접 보는 건 처음이었다. 가끔 집에서 하는, 땡전 몇 푼 걸고 하는 놀음 정도가 아닌 이런 본격적인 도박은 처음이었다.",
scenejan2_41,4,,me,많이들 잃나?,
scenejan2_41,5,liszt,liszt,많이 잃지. 워털루 때 누구는 여기서 하룻밤만에 15만 프랑을 잃었어.,
scenejan2_41,6,,,"15만 프랑이라니. 그걸 어떻게 하루만에 날릴 수 있단 말인가? 천문학적인 액수의 돈에 당신의 긴장도가 높아진다. 무도회 입장권 하나가 보통 4프랑 정도 하고, 비싼 모자를 사면 15프랑 정도 하니까…",
scenejan2_41,7,,,…감도 안 왔다.,
scenejan2_41,8,,me,그러면 많이 걸면 안 될 것 같은데?,
scenejan2_41,9,liszt,liszt,괜찮아. 감당할 수 있을 정도만 버리고 가는 셈 치는 거니까.,
scenejan2_41,10,,,그러면서 리스트는 지갑에서 루이 금화를 꺼냈다. 20프랑짜리와 100프랑짜리가 뒤섞여 있었다.,
scenejan2_41,11,,,당신의 목구멍까지 나 주면 안되냐는 소리가 차올랐지만 간신히 참았다.,
scenejan2_41,12,,,딜러가 메인으로 ‘8’ 을 선언했다. 리스트의 반대편에서부터 사람들이 주사위를 두 개씩 쥐고 굴렸다.,
scenejan2_41,13,,,"한 번에 8이 나오는 사람도 있었고, 세 번 연속으로 나와야 하는 숫자가 나오지 않아 돈을 잃는 사람도 있었다.",
scenejan2_41,14,,,몇 번의 라운드가 지났다.,
scenejan2_41,15,,,"리스트는 순서마다 무심하게 동전을 몇 개씩 베팅했고, 삼분의 일 정도를 잃었다.",
scenejan2_41,16,,,"리스트의 차례가 되었다. 메인은 여전히 8이었다. 리스트는 주사위를 몇 번 흔들고, 차르륵, 내려놓았다. 11이었다.",
scenejan2_41,17,liszt,liszt,"씁, 12였으면 닉이었는데.",
scenejan2_41,18,liszt,,리스트가 아쉬워하는 표정으로 중얼거렸다. 단체로 베팅이 시작됐다.,
scenejan2_41,19,liszt,liszt,몇에다가 베팅할까?,
scenejan2_41,20,,me,몇이 좋은 건데?,
scenejan2_41_choice,1,liszt,liszt,"4, 5, 6, 7, 9, 10 중 내가 고른 게 나와야 좋은 거지.",
scenejan2_42,1,liszt,liszt,"4? 그거 나올 확률이 얼마 없는데. 뭐, 상관없어.",
scenejan2_42,2,,,리스트는 가지고 있던 모든 금화를 4에 베팅했다.,
scenejan2_43,1,liszt,liszt,7? 좋아. 잃어도 적게 잃어야지.,
scenejan2_43,2,,,리스트는 가지고 있던 모든 금화를 7에 베팅했다.,
scenejan2_44,1,liszt,liszt,9? 나쁘지 않네.,
scenejan2_44,2,,,리스트는 가지고 있던 모든 금화를 9에 베팅했다.,
scenejan2_45_4,1,,,베팅이 완료되었다. 모두가 리스트의 손을 빤히 바라보았다. 길고 가는 손가락이 주사위를 꽉 쥐어 주먹을 만들었다. 그러더니 리스트가 당신에게로 몸을 돌렸다.,
scenejan2_45_4,2,liszt,liszt,행운을 불어 줘.,
scenejan2_45_4,3,liszt,,순간 그것이 무슨 뜻인지 파악하지 못한 당신은 잠깐 멍하게 리스트를 바라본다.,
scenejan2_45_4_choice,1,liszt,liszt,"초심자의 행운이든, 연인의 행운이든 뭐든 좋아. 지금 당신이 내 행운의 여신이거든.",
scenejan2_45_7,1,,,베팅이 완료되었다. 모두가 리스트의 손을 빤히 바라보았다. 길고 가는 손가락이 주사위를 꽉 쥐어 주먹을 만들었다. 그러더니 리스트가 당신에게로 몸을 돌렸다.,
scenejan2_45_7,2,liszt,liszt,행운을 불어 줘.,
scenejan2_45_7,3,liszt,,순간 그것이 무슨 뜻인지 파악하지 못한 당신은 잠깐 멍하게 리스트를 바라본다.,
scenejan2_45_7_choice,1,liszt,liszt,"초심자의 행운이든, 연인의 행운이든 뭐든 좋아. 지금 당신이 내 행운의 여신이거든.",
scenejan2_45_9,1,,,베팅이 완료되었다. 모두가 리스트의 손을 빤히 바라보았다. 길고 가는 손가락이 주사위를 꽉 쥐어 주먹을 만들었다. 그러더니 리스트가 당신에게로 몸을 돌렸다.,
scenejan2_45_9,2,liszt,liszt,행운을 불어 줘.,
scenejan2_45_9,3,liszt,,순간 그것이 무슨 뜻인지 파악하지 못한 당신은 잠깐 멍하게 리스트를 바라본다.,
scenejan2_45_9_choice,1,liszt,liszt,"초심자의 행운이든, 연인의 행운이든 뭐든 좋아. 지금 당신이 내 행운의 여신이거든.",
scenejan2_46,1,,,당신은 질색팔색하는 표정을 지으며 고개를 저었다.,
scenejan2_46,2,liszt,liszt,"하하하, 그렇게까지 싫어할 건 없잖아. 행운의 여신 같은 거 안 믿는구나, 당신.",
scenejan2_46,3,liszt,,"리스트는 주먹을 쥐고, 자신의 주먹 쥔 손에 숨을 후, 불어넣는다.",
scenejan2_46,4,,,"그러고 리스트는 주사위를 도르륵, 굴렸다.",
scenejan2_46,5,,,6이었다.,
scenejan2_46,6,,,리스트는 이마를 짚으며 ‘끄응’ 하는 소리를 냈다.,
scenejan2_46,7,liszt,liszt,다 잃었네.,
scenejan2_46_choice,8,liszt,,리스트는 조금 시무룩한 표정으로 주사위를 다음 사람에게 넘겨주고 자리에서 일어난다.,
scenejan2_46_4,1,,,"당신은 리스트의 주사위를 후, 분다.",
scenejan2_46_4,2,liszt,,리스트는 씩 웃으면서 뒤를 돌아본다.,
scenejan2_46_4,3,liszt,liszt,지면 당신 책임이야.,
scenejan2_46_4,4,,me,그런 얘기 없었잖아!,
scenejan2_46_4,5,liszt,,"당신의 항변에 아랑곳하지 않고, 리스트는 쾌활하게 웃으면서 주사위를 굴린다.",
scenejan2_46_7,1,,,"당신은 리스트의 주사위를 후, 분다.",
scenejan2_46_7,2,liszt,,리스트는 씩 웃으면서 뒤를 돌아본다.,
scenejan2_46_7,3,liszt,liszt,지면 당신 책임이야.,
scenejan2_46_7,4,,me,그런 얘기 없었잖아!,
scenejan2_46_7,5,liszt,,"당신의 항변에 아랑곳하지 않고, 리스트는 쾌활하게 웃으면서 주사위를 굴린다.",
scenejan2_46_9,1,,,"당신은 리스트의 주사위를 후, 분다.",
scenejan2_46_9,2,liszt,,리스트는 씩 웃으면서 뒤를 돌아본다.,
scenejan2_46_9,3,liszt,liszt,지면 당신 책임이야.,
scenejan2_46_9,4,,me,그런 얘기 없었잖아!,
scenejan2_46_9,5,liszt,,"당신의 항변에 아랑곳하지 않고, 리스트는 쾌활하게 웃으면서 주사위를 굴린다.",
scenejan2_47,1,,,4였다.,
scenejan2_47,2,liszt,liszt,"다 잃었네. 큰일이야, 이거-",
scenejan2_47_choice,1,liszt,,리스트는 아무렇지도 않게 웃으면서 자리에서 일어난다.,
scenejan2_48,1,,,4였다.,
scenejan2_48,2,,,"딜러가 리스트가 베팅한 액수를 확인하고, 1.6배를 가산해 돌려준다. 순식간에 금화주머니가 확 무거워졌다.",
scenejan2_48,3,liszt,liszt,역시 당신은 행운의 여신이 맞아.,
scenejan2_48,4,,,"다른 도박꾼들이 4가 어떻게 나오냐면서 항의하고, 가지고 있던 돈을 거의 다 잃은 가난한 대학생은 자리에서 일어나 리스트의 멱살이라도 잡을 기세였다. 상황이 험악해지려는 순간,",
scenejan2_49,1,,,"괜찮아, 또 다음이 있으니까.",
scenejan2_49,2,liszt,liszt,"그러면서 리스트는 오히려 위로해주듯 당신의 등을 두드려 주었다. 그때,",
scenejan2_50,1,,,누군가가 외쳤다.,
scenejan2_50,2,???,???,단속 떴다!,
scenejan2_50,3,,,그 소리에 도박장의 모든 사람들이 일제히 패닉했다. ,
scenejan2_50,4,,,"팔레 루아얄 자체의 도박은 합법이었지만, 어차피 풍기문란을 단속한다는 목적 하에 수많은 사람들이 불법 도박, 사기 도박, 매춘 등의 누명을 쓰거나…또는 제대로 된 혐의로 잡혀갔기 때문이었다.",
scenejan2_50,5,,,당연히 그냥 평범하게 게임을 즐기고 있던 리스트나 당신 같은 사람들도 단속이 뜨면 일단 서에 다녀와야 했다.,
scenejan2_50,6,,,"젠장, 하필 오늘 단속을 할 게 뭐야! 방금 딴 참이었는데! 빚쟁이 놈아, 어디로 뛰어가는 거야! 같은 소리들이 난무했고, 도박장은 순식간에 아비규환이 되었다.",
scenejan2_50,7,liszt,liszt,이리로 와!,
scenejan2_50_choice,1,liszt,,리스트가 왼쪽 출구에서 손짓했다. 오른쪽 출구가 더 가까워 보였다. 어떻게 해야 할까…,
scenejan2_51,1,,me,갈라지는 게 더 빨라! 리스트 당신이나 도망가!,
scenejan2_51,2,liszt,,"그의 진짜 이름을 말하자 리스트가 잠시 멈칫, 한다. 하지만 이내 생각을 떨치려는 듯 고개를 절레절레 젓고, 왼쪽 출구로 사라진다.",
scenejan2_51,3,,,당신도 단속을 피해 오른쪽 출구로 도망친다.,
scenejan2_51,4,,,"눈물이 나게도, 단속반은 당신을 불법 영업 중이던 매춘부로 오해한 것 같았다.",
scenejan2_51,5,,,그래도 도박장 쪽을 기습했기 때문에 여자들보다는 남자들이 주 단속의 대상이었는지 오래 따라오지는 않았다.,
scenejan2_51,6,,,"당신은 트라베르시에르 가, 생로흐 가 할 것 것 없이 사방팔방으로 뛰어다닌다.",
scenejan2_51,7,,,"이제 좀 따돌렸나, 하고 쉬렌 가 구석에서 숨을 돌리고 있을 때 두 번째 시련이 찾아온다.",
scenejan2_51,8,,,"새벽 세 시의 파리, 거리에 나와 있는 사람들 중에 제정신인 사람은 사실상 없다고 봐야 했다.",
scenejan2_51,9,thug1,thug1,"거 아가씨, 재밌게 해 준다니까 그래?",
scenejan2_51,10,thug2,thug2,왜 이렇게 비싸게 굴어.,
scenejan2_51,11,,,저렴한 멘트에 당신은 이마를 짚는다. 삼류 건달들이었다.,
scenejan2_51,12,thug1,thug1,허 참 좋은 카니발 기간에 이렇게 빡빡할 거 없잖아.,
scenejan2_51,13,,me,그쪽들이 좀 더 잘생기고 몸 좋았으면 생각해 봤겠지.,
scenejan2_51,14,,,당신은 그렇게 쏘아붙이고는 빠른걸음으로 남자들을 뒤로하고 거리를 걷는다.,
scenejan2_51,15,thug2,thug2,남자 좀 만나봤나봐? 킬킬킬.,
scenejan2_51,16,,,기분이 나빴다.,
scenejan2_51,17,,,이 상황을 어떻게 해결하면 좋을지 당신은 고민해본다.,
scenejan2_51,18,,,치안대에 신고를 해 볼까. 하지만 아직 손등에 카지노 입장 도장이 남아 있지 않던가.,
scenejan2_51,19,,,혼자 힘으로 어떻게든 해볼까나. 총도 혹시 몰라서 들고 오긴 했다.,
scenejan2_51,20,,,"그렇게 당신이 고민하고 있을 때, 부이몽 호텔에서 익숙한 실루엣이 나왔다.",
scenejan2_51,21,,,"살짝 취한 듯 비틀거리는 걸음걸이였지만, 별이 총총한 파리의 밤하늘에 녹아들 것처럼 검은 머리칼에 마찬가지로 새까만 케이프의 연미복은 의심의 여지 없는 펠릭스 멘델스존이었다.",
scenejan2_51_choice,22,,,어쩌면 그에게 도움을 청하면 편하게 문제가 해결될지도 모르는 일이었다.,
scenejan2_56,1,,,당신은 빠른 걸음으로 그에게 뛰어간다.,
scenejan2_56,2,,me,"저기요, 나 좀 도와줘요.",
scenejan2_56,3,,,멘델스존은 술이 덜 깬 모양이었다. 그는 관자놀이와 이마를 꾹꾹 누르면서 손 틈새로 당신을 내려다보았다.,
scenejan2_56,4,mendelssohn,mendelssohn,어떤…곤경에 처하신 건지요? 그리고 실례지만 저를 혹시 알고 계시는지…,
scenejan2_56_choice,1,,,윽. 그렇다… 지금은 카니발이었고 당신은 팔레 루아얄의 가면무도회에 참석하겠다고 앞서 부이몽 호텔의 파티 때 입었던 옷을 완전히 반대 이미지로 갈아입고 나온 참이었다. ,
scenejan2_52,1,,,"당신은 치맛자락을 붙잡고 리스트가 있는 쪽으로 젖먹던 힘을 다해 달린다. 당신이 가까워지자 리스트가 당신의 손목을 세게 붙잡았고, 당신과 리스트는 정신없이 팔레 루아얄의 긴 회랑을 내달린다.",
scenejan2_52,2,liszt,liszt,"잘 뛰네, 당신?",
scenejan2_52,3,,me,"잘 못 뛰면 잡히는데, 어떻게든 잘 뛰어 봐야지!",
scenejan2_52,4,,,당신과 리스트는 골목골목 사이를 요리조리 숨어 다니며 오페라 극장 쪽으로 뛰어간다.,
scenejan2_52,5,,,"적당히 좁고, 적당히 눈에 띄지 않는 골목에서 당신과 리스트는 숨을 고르기 위해 멈춘다.",
scenejan2_52,6,,,리스트가 가쁘게 숨을 몰아쉬었다.,
scenejan2_52,7,,,당신도 심호흡하며 숨을 골랐다.,
scenejan2_52,8,,me,갔나?,
scenejan2_52,9,,,리스트가 ‘아마도’ 라는 뜻으로 헉헉거리며 고개를 끄덕였다.,
scenejan2_52,10,,me,지금 몇 시더라?,
scenejan2_52,11,,,리스트가 어둠 속에서 더듬거리며 시계를 꺼냈다.,
scenejan2_52,12,liszt,liszt,"안 보여. 젠장, 안경을 갖고 왔어야 했는데.",
scenejan2_52,13,,,당신은 리스트의 손에서 시계를 빼앗아 시각을 확인한다. 새벽 네 시가 되기 1분 전이었다.,
scenejan2_52,14,,,곧바로 저 멀리서 노트르담과 생트 샤펠의 종소리가 뒤섞이며 울려퍼졌다.,
scenejan2_52_choice,1,,,"새벽 네 시면 으레 그래야 하듯, 리스트가 가면을 벗었다.",
scenejan2_53,1,,,"당신은 가면을 들어올렸다. 드러난 당신의 얼굴을 보던 리스트가 긴가민가하다는 듯이 얼굴을 살짝 찌푸렸다가, 놀람으로 눈이 커진다.",
scenejan2_53,2,,me,짜잔. 놀랐어요?,
scenejan2_53,3,liszt,liszt,...,
scenejan2_53,4,,,이렇게까지 당황하는 리스트의 모습은 처음인 것 같았다. 빨개진 얼굴을 보니 어지간히 당황한 모양이었다.,
scenejan2_53,5,liszt,liszt,베시에르 양이었어요?,
scenejan2_53,6,,me,의외죠? 내가 변장을 꽤 잘 했나 보네요.,
scenejan2_53,7,,,리스트의 입에서 헛웃음이 새어나온다.,
scenejan2_53,8,liszt,liszt,"아니, 머리도… 당연히 가발이었을 텐데, 하, 내가 이렇게 바보인 줄 몰랐네요.",
scenejan2_53,9,,me,그만큼 내가 뛰어났을 뿐이에요. 자책 마세요.,
scenejan2_53,10,,,당신은 싱긋 웃는다. 리스트는 두 손에 얼굴을 파묻고 작은 신음 소리를 낸다.,
scenejan2_53,11,liszt,liszt,"아니 그러면 내가, 베시에르 양한테…",
scenejan2_53,12,,me,나한테 뭘요?,
scenejan2_53,13,liszt,liszt,"아무것도… 내가 미쳤지, 진짜… 술을 끊어야겠어요. 이게 다 술 때문이야…",
scenejan2_53,14,,,그러고서 리스트는 뒤돌아서 벽에 얼굴을 묻고 ‘으으으윽!’ 하는 소리를 낸다. 뭔가 당신에게 해서는 안 됐던 이야기를 했다고 생각하는 모양이었다.,
scenejan2_53,15,,me,"괜찮아요, 가면무도회였잖아요!",
scenejan2_53,16,liszt,liszt,그런 게 아녜요. 하… 진짜 오늘은 그냥 없던 걸로 하면 안 돼요?,
scenejan2_53,17,,me,난 즐거웠는데요.,
scenejan2_53,18,,,리스트는 마른세수를 하면서 머리를 몇 번 벽에 박았다.,
scenejan2_53,19,,,"수치스러워 하는 리스트와, 이제 막 숙취에서 깨어나는 주정뱅이들, 전날의 격렬한 정사에서 추레한 꼴로 헤어나오는 난봉꾼들 사이로 당신의 웃음소리가 울려퍼졌다.",
scenejan2_54,1,liszt,liszt,"뭐야, 끝까지 누구인지 안 알려줄 생각이야?",
scenejan2_54,2,,me,당신의 미모를 보니까 가면을 벗으면 내가 초라해질 것 같아서.,
scenejan2_54,3,liszt,liszt,"하하하! 정말 재밌네, 당신.",
scenejan2_54,4,,,"그래도 굳이 당신이 누군지 캐물을 생각은 없었는지, 리스트는 잠시 여전히 가면을 쓴 당신을 바라보다가 손을 내민다.",
